sentence,label,deepseek,openai,finbert,NLTK,finma-7b-nlp
"Overall, in 2023, our country has withstood external pressure and overcome internal difficulties, the national economy has rebounded for the better, high-quality development has been solidly advanced, the main expected goals have been successfully achieved, and solid steps have been taken to comprehensively build a modern socialist country. At the same time, we must also note that the current external environment is increasingly complex, severe, and uncertain, and economic development still faces some difficulties and challenges. In the next stage, we must adhere to the guidance of Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era, fully implement the spirit of the 20th National Congress of the Communist Party of China and the Second Plenary Session of the 20th Central Committee of the Communist Party of China, and implement the new development concept completely, accurately and comprehensively in accordance with the deployment of the Central Economic Work Conference. Accelerate the construction of a new development pattern, focus on the primary task of high-quality development, adhere to the principle of seeking progress while maintaining stability, promoting stability through advancement, establishing before breaking, increase macro-control efforts, coordinate the expansion of domestic demand and deepen supply-side structural reform, and coordinate new Urbanization and comprehensive rural revitalization, coordinating high-quality development and high-level security, effectively enhancing economic vitality, preventing and defusing risks, improving social expectations, consolidating and enhancing the positive economic recovery trend, and continuing to promote the economy to achieve effective improvement in quality and reasonable quantity increase.",positive,positive,Positive,neutral,positive, positive
"The picture shows Kang Yi, director of the National Bureau of Statistics. (Photo by Xu Xiang)",neutral,neutral,Neutral,neutral,neural, neutral
"Next, I will give you a briefing on the improvement of the urban unemployment rate survey by age group.",neutral,neutral,Neutral,neutral,neural, neutral
"Regarding the release method, in the future, our bureau will release the unemployment rate of the labor force aged 16-24, 25-29, and 30-59 years old excluding school students in the data release database of the National Bureau of Statistics on a monthly basis. You can download it in the data release database. Query data.",neutral,neutral,Neutral,neutral,negative, neutral
"I will introduce it here first, and then answer your questions.",neutral,neutral,Neutral,neutral,neural, neutral
"Thank you, Director Kang, for your introduction. Now we enter the question and answer session. Please inform your news organization before asking questions.",neutral,neutral,Neutral,neutral,positive, neutral
Beijing Youth Daily reporter:,neutral,neutral,Neutral,neutral,neural, neutral
"I would like to ask about the overall situation. In 2023, faced with multiple challenges such as sluggish world economic recovery, frequent domestic natural disasters, and arduous tasks of reform, development and stability, what is the overall performance of China\'s economic operation? Judging from last year, have our main goals and tasks been achieved relatively well throughout the year? Thanks.",neutral,neutral,Neutral,positive,positive, positive
"Thank you for your question. In the previous introduction, I gave a relatively detailed introduction to the performance of the entire Chinese economy throughout the year. Overall, our main expected goals have been successfully achieved. It can be said that a report card of good quality and sufficient weight has been handed over. As for the economic performance in the past year, it can be summarized as a recovery that is improving, full of quality, brilliant performance, and extremely difficult.",positive,Positive,Positive,positive,positive, positive
"First, the rebound is improving. In terms of economic growth, china\'s GDP exceeded 126 trillion yuan last year, and the growth rate was 2.2 percentage points faster than in 2022. Looking at the quarters, it shows a trend of low in the first, high in the middle, and stable in the end, and the good trend is further consolidated. Calculated at comparable prices, the economic increment in 2023 will exceed 6 trillion yuan, which is equivalent to the annual economic aggregate of a medium-sized country. Per capita GDP has steadily increased, reaching 89,358 yuan in 2023, an increase of 5.4% over the previous year. From the perspective of employment, the employment situation has improved overall. The annual surveyed urban unemployment rate dropped by 0.4 percentage points compared with the previous year. In particular, the employment situation of migrant workers has improved significantly. In terms of prices, prices generally maintained a moderate increase. The annual CPI increased by 0.2%, and the core CPI increased by 0.7%. From the perspective of the balance of payments, exports of goods increased by 0.6% throughout the year, and foreign exchange reserves exceeded US$3.2 trillion at the end of the year.",positive,Positive,Positive,positive,positive, positive
"Second, it is of high quality. Last year, we coordinated the effective improvement of quality and reasonable growth of quantity. The whole country focused on the primary task of high-quality development to promote the economy to continuously gain advantages in structural adjustment, transformation and upgrading, and to achieve more high-quality development. The innovation-driven development strategy has been implemented in depth, and investment in innovation has steadily increased. Preliminary calculations show that the total investment in research and experimental development in 2023 will reach 3.32782 billion yuan, and the intensity of R&D investment will reach 2.64%, an increase of 0.08 percentage points from the previous year. During the year, there were frequent good news about some major scientific and technological innovations, especially the solid advancement of high-end, intelligent, and green development of the manufacturing industry. The economic structure has been optimized and upgraded, and the service industry and consumption have become more prominent as the main engines of economic growth. In 2023, the added value of the service industry will account for 54.6% of GDP, an increase of 1.2 percentage points from the previous year; the contribution rate of final consumer spending to economic growth will reach 82.5%, an increase of 43.1 percentage points from the previous year. The foundation for safe development was further consolidated. Annual grain output increased by 1.3% over the previous year, raw coal increased by 2.9%, crude oil increased by 2%, and natural gas increased by 5.8%. The bottom line of no systemic risks has been maintained, financial and economic security has been ensured, people\'s livelihood protection has been more effective, and the national per capita disposable income has actually increased by 6.1% over the previous year.",positive,Positive,Positive,positive,positive, positive
"Third, the performance is brilliant. When observing the performance of China\'s economy, we must not only compare it vertically with ourselves, but also compare it horizontally with other countries. china\'s economic growth rate of 5.2% in 2023 is not only higher than the global expected growth rate of about 3%, but also ranks among the best among the world\'s major economies. china\'s economy is expected to contribute more than 30% to world economic growth in 2023, making it the largest engine of world economic growth. At the same time, despite the expected decline in global trade, china\'s exports have also achieved slight growth, and their share of the global market has remained stable. Another point is that the overall price increase is moderate, which is in sharp contrast to the high global inflation and the difficult balance between anti-inflation and stabilizing growth in some countries.",positive,positive,Positive,positive,positive, positive
"Fourth, it is extremely difficult. You don’t know how difficult things are until they have happened. In 2023, the world economy will be in a downturn, the international landscape will be complexly evolving, geopolitical conflicts will occur frequently, and the external environment will become more complex, severe, and uncertain. There are many cyclical and structural contradictions in the country, and natural disasters occur frequently. Under such complex circumstances, achieving such development results is even more commendable. These achievements are the result of the strong leadership of the Party Central Committee with Comrade Xi Jinping as the core, the result of the scientific guidance of Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era, and the result of the people across the country working hard and forging ahead. The achievements deserve full recognition. , need to be cherished more.",positive,neutral,negative,neutral,negative, positive
"Looking forward to 2024, we must also see that the current external environment is still complex and severe. There is insufficient domestic effective demand, overcapacity in some industries, weak social expectations, and there are still many risks and hazards. To promote the further recovery of our country\'s economy, we still need to overcome some problems. difficulties and challenges. We must follow the decisions and arrangements of the Central Economic Work Conference, effectively respond to these difficulties, solve these problems, and continue to promote the stability and long-term development of China\'s economy. Thanks.",neutral,neutral,Negative,neutral,negative, neutral
Global Times reporter:,neutral,neutral,Neutral,neutral,neural, neutral
I would like to ask the publisher to introduce the contribution rate and pulling point of the three major demands to economic growth in the fourth quarter and the whole year of 2023? Are there any new changes? I would also like to know how the domestic and international dual circulation pattern has developed over the past year. Thanks.,neutral,neutral,Neutral,neutral,positive, neutral
"Thank you for your question. You are concerned about two issues, one is the three major demand situations, and the other is the double cycle situation. First of all, to answer your first question, the contribution and pull of the three major needs. In 2023, final consumption expenditure, gross capital formation, and net exports of goods and services will drive economic growth by 4.3, 1.5, and -0.6 percentage points respectively, and their contribution rates to economic growth will be 82.5%, 28.9%, and -11.4% respectively. In the fourth quarter, final consumption expenditure, gross capital formation, and net exports of goods and services drove economic growth by 4.2, 1.2, and -0.2 percentage points respectively, and contributed 80%, 23.1%, and -3.1% to economic growth respectively.",neutral,neutral,Neutral,neutral,positive,4.2
"First, the main role of the domestic circulation is increasing. Based on the strategic basis of expanding domestic demand and releasing the potential of the strong domestic demand market, the role of domestic circulation in driving economic development has been significantly enhanced. In 2023, china\'s total retail sales of consumer goods will reach 47.1 trillion yuan, and the scale of fixed asset investment will be 50.3 trillion yuan. The contribution rate of domestic demand to economic growth will reach 111.4%, an increase of 25.3 percentage points from the previous year. We are working hard to build a unified national market, open up the blockages in the domestic circulation, and smooth all links of production, distribution, circulation and consumption. The flow of factors has also become more active, and the connection between production and marketing is gradually improving. In the fourth quarter, the industrial capacity utilization rate above designated size was 75.9%, an increase of 0.2 percentage points year-on-year; the product sales rate of industrial enterprises above designated size remained stable at a level of above 97%. The annual operating freight volume increased by 8.2%, and the operating passenger volume increased by 66.5% year-on-year.",positive,Positive,Positive,positive,positive, positive
"Second, the quality and level of international circulation have been further improved. Faced with adverse impacts such as shrinking external demand, china has stepped up its efforts to stabilize the scale and optimize the structure of foreign trade, and exports have achieved positive growth. The horizontal ratio is better than that of major export-oriented economies, and the share of the international market remains generally stable. In 2023, the export volume of goods will increase by 0.6% over the previous year, and the proportion of imports and exports of general trade and private enterprises will increase. At the same time, china is also actively expanding international economic and trade cooperation and jointly building the """"Belt and Road"""" with high quality. It has become a major trading partner of more than 140 countries and regions, and the international circulation is wider and deeper. In 2023, china\'s total import and export volume to countries participating in the Belt and Road Initiative increased by 2.8% compared with the previous year.",positive,Positive,Positive,positive,positive, positive
"Third, domestic and international circulation reinforce each other. The advantages of our ultra-large-scale market have emerged, and the expansion of domestic demand has boosted imports. In 2023, the import value of agricultural products increased by 5% over the previous year, consumer goods increased by 1.2%, and energy product imports increased by 27.2%. The advantages of a sound industrial system and stable production capacity have also been brought into play. The stabilization and quality improvement of exports have brought about the development of related domestic industries and provided assistance to the overall improvement of the economy. In 2023, china\'s exports of goods will hit a new record high. Among them, exports of mechanical and electrical products increased by 2.9% over the previous year. The export volume of the """"three new"""" products represented by electric passenger vehicles, solar cells, and lithium-ion batteries also exceeded the one trillion yuan mark for the first time, with an increase of 29.9%.",positive,positive,Positive,positive,positive, positive
Reporter from American International Market News Service:,neutral,neutral,Neutral,neutral,neural, neutral
Recent data shows that China’s CPI recorded negative growth for the third consecutive month in December. What is the outlook for CPI? Will the government take measures to combat low prices?,neutral,negative,Negative,negative,negative, negative
"Second, the decline in CPI is phased. In particular, china\'s economy is picking up and improving, residents\' income is growing steadily, domestic aggregate demand will also expand, and there are foundations and conditions for the rebound in prices of goods and services. As the Spring Festival holiday approaches recently, food consumption demand is also increasing. People are more active in consuming services such as dining out, visiting relatives and friends, and traveling. These will contribute to the seasonal recovery of CPI. Judging from the month-on-month situation, the CPI increased by 0.1% month-on-month in December 2023. In early January 2024, judging from the monitoring situation, some food prices remained stable and slightly increased. In addition, in addition to supply and demand, prices are also affected by expectations. Judging from the recent situation, the expected confidence of both enterprises and residents has recovered marginally. In December, the expected index of manufacturing production and operating activities reached 55.9%, and the expected index of non-manufacturing business activities reached 60.3%, both at a high level. boom range. In the fourth quarter, the prosperity index of enterprises above designated size was 109 points, 0.4 points higher than the previous quarter. The consumer confidence index in December rose by 0.6 points from the previous month.",positive,positive,Positive,positive,positive, positive
CCTV reporter from China Central Radio and Television Station:,neutral,neutral,Neutral,neutral,neural, neutral
High-quality development is the primary task of building a modern socialist country in an all-round way. How is china\'s current progress in high-quality economic development? What measures will be taken in the future to continue to promote high-quality economic development? Thanks.,neutral,neutral,Neutral,neutral,positive, neutral
"Thank you for your question. High-quality development is the last word in the new era and the primary task of comprehensively building a modern socialist country. In 2023, all regions and departments have made great efforts to stabilize economic operations, and they have not relaxed their efforts in promoting high-quality development. Our country\'s economy has achieved effective qualitative improvement and reasonable quantitative growth, and the road to high-quality development is on track. More determined, more powerful. To sum up, it can be summarized in five """"further steps"""".",positive,Positive,Positive,neutral,positive, positive
"First, important progress has been made in the construction of a modern industrial system, and the transformation of development momentum has been further accelerated. The modern industrial system is an important foundation for high-quality development. All regions and departments insist on scientific and technological innovation to lead the construction of a modern industrial system, and solidly promote the high-end, intelligent, and green transformation of the manufacturing industry. The new drivers and new advantages of china\'s economic development continue to grow, and modernization New progress has been made in the construction of industrial systems.",positive,positive,Positive,positive,positive, positive
"Second, reform and opening up have been advanced in depth, and development vitality has been further released. In 2023, our country will make every effort to promote the construction of a unified national market, optimize the development environment of the private economy, continue to create a first-class business environment that is market-oriented, rule-by-law, and international, and effectively enhance the power and vitality of economic development. As of the end of September 2023, the number of registered business entities nationwide has reached 181 million, of which 122 million are individual industrial and commercial households. Accelerating the promotion of high-level opening up to the outside world, actively carrying out international economic and trade exchanges and cooperation, jointly building the """"Belt and Road"""" with high quality, successfully holding the China International Import Expo, the Fair for Trade in Services and the Canton Fair, china\'s import and export volume to countries co-building the """"Belt and Road"""" increased by 2.8% %. The annual intended transaction volume of the CIIE increased by 6.7% compared with the previous session.",positive,positive,Positive,positive,positive, positive
"Third, green and low-carbon transformation continues to deepen, and the development model further changes. Our country insists on promoting economic development in the green and low-carbon transformation, and the green production methods and lifestyles are accelerating the formation. Actively build a clean, low-carbon, safe and efficient energy system, and the energy consumption structure continues to be optimized. Preliminary calculations show that the proportion of non-fossil energy consumption in total energy consumption in 2023 will increase by 0.2 percentage points from the previous year. By the end of 2023, china\'s renewable energy power generation installed capacity will account for more than half of the total installed capacity, historically surpassing thermal power. The output of green and low-carbon products is also growing rapidly. In 2023, new energy vehicles will increase by 30.3% over the previous year, with production and sales ranking first in the world; exports of electric passenger vehicles will increase by 67.1%.",positive,Positive,Positive,positive,positive, positive
"Fourth, people’s livelihood protection is strong and effective, and people’s lives have been further improved. Improving people\'s livelihood and well-being is the fundamental purpose of development. In 2023, the income of urban and rural residents will grow steadily, the level of public services and social security will continue to improve, and areas of shortcomings in people\'s livelihood will also gradually strengthen, further polishing the people\'s livelihood foundation for high-quality development. The per capita disposable income of residents increased by 6.1%, of which transfer payments such as social relief and subsidies from the government, policy living subsidies, and cash policy subsidies for farmers increased by 10.3%. Investment in people\'s livelihood continues to increase. Investment in the production and supply of electricity, heat, gas and water increased by 23%, and agricultural investment increased by 9.3%, both significantly faster than all investment.",positive,Positive,Positive,positive,positive, positive
"Fifth, the ability to ensure food and energy security has been improved, and the foundation for safe development has been further consolidated. In 2023, our country has better ensured security in its development and achieved good development on the basis of security.",positive,positive,Positive,positive,positive, positive
"Of course, we must also realize that our country is still in a critical period of transforming its development model, optimizing its economic structure, and transforming its growth momentum. Many difficulties and challenges still need to be overcome to further promote high-quality development. It is necessary to thoroughly implement the spirit of the Central Economic Work Conference, regard high-quality development as the last word in the new era, coordinate high-quality development and high-level security, continuously achieve effective improvement in economic quality and reasonable growth in quantity, and realize the grandiose goal of Chinese-style modernization. The blueprint becomes a beautiful reality step by step. Thanks.",neutral,neutral,neutral,positive,positive, positive
"I am also more concerned about structural issues. I would like to ask, how can we achieve the conversion of new and old driving forces in China\'s economic development? The report also shows that new energy vehicles and solar cells are growing rapidly. However, in the process of vigorously developing advanced manufacturing, how can we prevent possible overcapacity problems? In addition, with relatively insufficient domestic demand, will the rapid expansion of these industries bring downward pressure on prices and possible international trade frictions? Thanks.",negative,neutral,Negative,neutral,positive, neutral
"The picture shows Wang Guanhua, spokesperson of the National Bureau of Statistics. (Photo by Xu Xiang)",neutral,neutral,Neutral,neutral,neural, neutral
Spokesperson of the National Bureau of Statistics Wang Guanhua:,neutral,neutral,Neutral,neutral,neural, neutral
"Thank you for your question. Regarding the questions you mentioned, I would like to answer them mainly from two aspects:",neutral,neutral,Neutral,neutral,positive, neutral
"First of all, the first point is about the conversion of old and new kinetic energy. High-quality development is development that implements new development concepts. Among the five major development concepts, """"innovation"""" ranks first. Adhering to innovation-driven and promoting the transformation of development momentum has always been an important task for high-quality development. Regardless of the adjustment and transformation of traditional momentum, China has been unswervingly promoting the transformation of old and new momentum. Just now, Director Kang Yi gave a detailed introduction to china’s achievements in high-quality development, especially innovation-driven development, last year. Here I will add a few more data. In 2023, the added value of china\'s equipment manufacturing industry above designated size increased by 6.8% over the previous year, playing a key role in promoting the stable recovery of industry; in 2023, a report released by the World Intellectual Property Organization showed that china\'s ranking in the Global Innovation Index rose to Ranked 12th, the number of the world\'s top 100 scientific and technological innovation clusters ranks first in the world for the first time. It can be said that new kinetic energy has become an important engine leading to high-quality development.",positive,positive,Positive,positive,positive, positive
"Secondly, last year, china\'s economy rebounded for the better, especially market demand and domestic demand, which recovered well. Everyone should have personal experience of this, especially as the driving role of demand has increased, the connection between china\'s supply and demand and the economic cycle have also improved. Continuously improving. Here are some data for your reference. In the fourth quarter, the product sales rate of china\'s industrial enterprises above designated size continued to remain above 97%, which rose to 98.4% in December; judging from the capacity utilization rate that reflects the status of production capacity utilization, in the four quarters of 2023, the industrial capacity utilization rate was respectively 74.3%, 74.5%, 75.6% and 75.9%, showing a trend of recovery quarter by quarter. This reflects that as market demand improves, China\'s production capacity utilization is gradually recovering. At the beginning of this year, we also noticed that ice and snow tourism, ice and snow sports, etc. can be said to be """"out of the circle"""". This not only conforms to the general trend of upgrading residents\' consumption structure, but also demonstrates the potential of china\'s domestic demand. We are optimistic about the recovery of the consumer market this year. Full of expectation and confidence.",positive,Positive,Positive,positive,positive, positive
"Overall, our country is still in a critical period of economic recovery, transformation and upgrading. In the next step, we must follow the decisions and arrangements of the Central Economic Work Conference, persist in seeking progress while maintaining stability, promote stability by promoting stability, establish first and then break, continue to consolidate and enhance the positive trend of economic recovery, and promote the economy to achieve effective improvement in quality and reasonable growth in quantity. . Thanks.",neutral,neutral,Neutral,positive,positive, neutral
Reporter from The Straits Times in Singapore:,neutral,neutral,Neutral,neutral,neural, neutral
"What I want to ask is, last year we saw the impact of real estate on the entire macro economy. Can it remain stable this year? Thanks.",neutral,neutral,Neutral,neutral,positive, neutral
"Thank you for your question. Real estate has always attracted much attention. At my press conference last year, a reporter also mentioned this issue. Everyone is very concerned about how the trend is going and what the next step will be. According to our monitoring, after more than 20 years of development, the real estate market is in the process of adjustment and transformation. Against such a broad background, all regions and departments are adapting to the new situation of major changes in the supply and demand relationship in the real estate market, and are adjusting and optimizing real estate policies in a timely manner. Judging from the current situation, there have been some positive changes in the real estate market, mainly in two aspects:",positive,positive,positive,positive,positive, positive
"First, the decline in indicators such as real estate investment and sales narrowed. In 2023, real estate development investment will decrease by 9.6% compared with the previous year, and the decline will narrow by 0.4 percentage points compared with the previous year. The funds in place for real estate development enterprises fell by 13.6%, a decline that was 12.3 percentage points narrower than the previous year. The decline in commercial housing sales has significantly narrowed. In 2023, the sales area of \u200b\u200bcommercial housing nationwide will decrease by 8.5% compared with the previous year, and sales will decrease by 6.5%. Both are declining, but the declines are significantly narrowed by 15.8 and 20.2 percentage points respectively compared with the previous year. Since August, the number of online registrations for new commercial residential properties has rebounded overall, with an increase of 20.2 percentage points in December compared with August. According to the monitoring situation in 70 large and medium-sized cities, the transaction volume of new and second-hand houses is rising moderately. Second, the completed area of \u200b\u200breal estate has increased rapidly. The work of """"guaranteing the handover of buildings"""" is advancing steadily, and the results continue to show. In 2023, the area of \u200b\u200bcompleted housing by real estate development companies will increase by 17% compared with the previous year.",positive,neutral,Positive,negative,positive, positive
"Second, there is huge potential to build a new model of real estate development. A new model of real estate development is being actively constructed. This is a fundamental solution to solve real estate development problems and promote the healthy development of real estate. Among them, the construction of affordable housing, the construction of """"both leisure and emergency"""" public infrastructure, and the renovation of urban villages are all advancing rapidly. With the vigorous and orderly advancement of these projects, they will help solve the people\'s urgent, difficult and anxious problems in housing and living. At the same time, they will also drive real estate-related investment and consumption and promote the healthy development of the real estate market. Thanks.",positive,positive,Positive,neutral,positive, positive
China Daily reporter:,neutral,neutral,Neutral,neutral,neural, neutral
"Thank you for your question. How to view China\'s economic trend in 2024 is also a question of great concern to everyone. 2024 is the 75th anniversary of the founding of the People\'s Republic of China. It is a critical year for us to implement the """"14th Five-Year Plan"""". To predict the economic trend of this year, we must first see that we will face some challenges and difficulties, but more are favorable conditions and advantages. Taken together, the opportunities we face outweigh the challenges, and the favorable conditions outweigh the unfavorable factors. The basic trend of long-term improvement of China\'s economy has not changed, and the factors and conditions supporting the high-quality development of China\'s economy are constantly accumulating and increasing. Therefore, we predict that China’s economy will continue to rebound and improve in 2024. Specifically, there are five favorable conditions.",positive,Positive,positive,positive,positive, positive
"First, economic growth has “good momentum.” In the four quarters of 2023, GDP has been growing positively year-on-year and quarter-on-quarter, and the scale of the economy is also expanding quarter by quarter. This rebound is also relatively good. In addition to statistical accounting of economic aggregates, the National Bureau of Statistics also performs a task of monitoring and comparing some physical indicators. From the perspective of physical volume indicators, the absolute volume of most physical volume indicators such as electricity generation and consumption, output of major industrial products, investment, import and export, etc., greatly exceeded the level of 2019. Some physical volume indicators are lower than the pre-epidemic level in 2019, mainly due to the issue mentioned by the reporter just now, which is the output indicators of real estate-related products. This also reflects that our economic performance is improving as a whole. International organizations have raised their forecasts for china\'s economic growth. The International Monetary Fund has raised their forecasts by 0.4 percentage points, and the OECD has raised their forecasts by 0.1 percentage points. This shows that the international community is optimistic about China\'s economic development prospects in 2024.",positive,Positive,Positive,positive,positive, positive
"Second, economic development is “resilient”. Our country has a strong industrial foundation. It is the only country that has all industrial categories in the United Nations industrial classification. The supporting capabilities and integration advantages of the industry are outstanding. The added value of our manufacturing industry accounts for nearly 1/3 of the world\'s total, and our exports of goods account for 1/3 of the world\'s total. The proportion of the world is 1/7. At the same time, china\'s infrastructure networks such as transportation and communications are increasingly improving, weak areas such as education and medical care are constantly being strengthened, and the quality of supply of factors such as talents and funds is significantly improved. Capacity building in critical areas such as food and energy security and industrial and supply chains has also achieved practical results. These have enhanced the resilience and room for maneuver of our country\'s economic development, and are also the foundation for the economy to be stable and long-term.",positive,Positive,Positive,positive,positive, positive
"Third, high-quality development is “vital”. New industries are growing rapidly, new business formats are continuing to improve, new models are being cultivated at an accelerated pace, the economic structure is constantly being optimized, momentum is being transformed and upgraded, and the potential for economic development is expected to be further stimulated. In 2023, the added value of the service industry will account for 54.6% of the GDP, contributing more than 60% to economic growth. Investment in technological transformation in the manufacturing industry will increase by 3.8%, and investment in high-tech industries will increase by 10.3%, faster than all fixed assets. investment growth rate. More importantly, our country continues to promote a new situation of innovation-driven development, and the Chinese economy continues to grow and develop while accelerating the cultivation of new productive forces.",positive,Positive,positive,positive,positive, positive
"Fourth, reform and opening up has “many dividends”. Our country adheres to and improves the basic socialist economic system, adheres to the """"two unwavering principles"""", accelerates the construction of a unified national market, promotes the construction of a high-standard market system, optimizes the business environment, and creates a fairer competitive environment for all types of enterprises. These will continue to stimulate the enthusiasm and creativity of business entities. Including foreign-invested enterprises. From January to November 2023, the number of newly established foreign-invested enterprises increased by 36.2% year-on-year, and the dividends of china\'s opening up continued to be released.",positive,Positive,Positive,positive,positive, positive
"Fifth, macroeconomic policies have “wide scope”. The effects of the policies introduced in 2023, such as additional issuance of government bonds, tax cuts and fee reductions, and interest rate cuts, will continue to be released this year. This year, some new measures will be reserved and optimized. These new incremental measures and existing policies will be combined to ensure the stable operation of the economy. At present, china\'s government debt level and inflation rate are both low, and the policy toolbox is constantly being enriched. Fiscal, monetary and other policies have relatively large room for maneuver, and there are conditions and space for intensifying the implementation of macro policies.",positive,Neutral,Positive,neutral,positive, positive
"Although there will be some difficulties and challenges in promoting the continued economic recovery in 2024, the Central Economic Work Conference held some time ago carefully analyzed the difficulties and challenges and proposed specific countermeasures. It is necessary to fully implement the deployment of the Central Economic Work Conference and continuously convert development advantages into development potential. This year, China\'s economy will be able to face difficulties and forge ahead, achieving effective improvement in quality and reasonable growth in quantity. Thanks.",positive,neutral,Positive,positive,positive, positive
"In 2023, the total retail sales of consumer goods will show a gradual recovery trend. However, our country is still facing the problem of insufficient demand. How do you view the performance of the consumer market in 2023? What are your predictions for 2024? Can the recovery in consumption continue? Thanks.",neutral,Neutral,Neutral,positive,negative,2023
"Thank you for your question. The first question is about the performance of the consumer market in 2023, and the second question is about the prediction of the consumer market in 2024.",neutral,neutral,Neutral,neutral,positive, neutral
"Let me first introduce the performance of the consumer market in 2023. Generally speaking, the consumer market will recover in 2023. The consumer market has been greatly affected by the epidemic in the past three years, and many contact-based and gathering-based consumption have been suppressed. With the smooth transition of epidemic prevention and control, the economy and society have fully returned to normal operations, and consumption has shown a good recovery trend. Hotspots Frequently, consumption will become an important force driving economic recovery in 2023. There are several characteristics: First, the scale of consumption has reached a new high. In 2023, the total retail sales of consumer goods will exceed 47 trillion yuan, reaching a record high. Second, consumption has once again become the main driving force of economic growth. In 2023, final consumption expenditure will drive economic growth by 4.3 percentage points, an increase of 3.1 percentage points from the previous year, and its contribution to economic growth will be 82.5%, an increase of 43.1 percentage points. The basic role of consumption will become more significant. Third, service consumption recovered quickly. The rapid recovery of service consumption is also a highlight of consumption recovery in 2023. Service retail sales increased by 20% over the previous year, 14.2 percentage points faster than the retail sales of goods; residents’ per capita service consumption expenditure increased by 14.4%, accounting for 14.4% of residents’ per capita consumption. The proportion of expenditure reached 45.2%, an increase of 2 percentage points from the previous year. Fourth, the structural upgrading of residents’ consumption continues. In particular, with the improvement of people\'s living standards and the steady growth of income, our country is currently in a period of rapid upgrading of residents\' consumption structure.",positive,positive,Positive,positive,positive, positive
"What will happen in the next stage? We judge that there are many favorable conditions to support the continued recovery of consumption, and consumption will still maintain good growth. Supporting factors: First, the consumption potential is still huge. With a population of more than 1.4 billion, the advantages of the ultra-large-scale market are still obvious. In addition, the integrated development of urban and rural areas, the advancement of urbanization process, and the continuous upgrading of the consumption structure have provided broad space for consumption growth. In particular, the consumption potential of medical and health services is expected to be further unleashed. Second, the consumption base has been continuously consolidated. Income is the premise and foundation of consumption. As the economy continues to recover and the employment situation improves overall, residents\' income is expected to maintain steady growth, which will strongly support the improvement of residents\' consumption ability. Third, consumption highlights continue to emerge. Digital consumption, green consumption, health consumption, entertainment consumption, etc. are all developing rapidly, and consumption hot spots such as smart homes, entertainment and tourism, sports events, and domestic trendy products are also continuing to heat up, constantly adding impetus to the improvement and expansion of the consumer market. Fourth, policies to promote consumption continue to be implemented. All regions and departments insist on prioritizing the recovery and expansion of consumption, and have successively introduced a series of consumption-promoting policies, focusing on stabilizing and expanding traditional consumption, cultivating and strengthening new consumption, and continuing to optimize the consumption environment. They will continue to play a role in stabilizing the consumer market and promoting the recovery of consumption. to a positive effect. Therefore, we remain optimistic about consumption trends in 2024. Thanks.",positive,positive,Positive,positive,positive, positive
21st Century Business Herald reporter:,neutral,neutral,Neutral,neutral,neural, neutral
I would like to pay attention to the situation of the fifth national economic census. The fifth national economic census was officially launched on January 1 this year. What is the current progress? What are the innovations of this census compared with the previous four censuses? How to ensure census data quality? Thanks.,neutral,neutral,Neutral,neutral,positive, neutral
"The first is to standardize data collection. This economic census uses a combination of household collection by enumerators, independent reporting by census subjects, and data submission by departments to obtain data on census subjects. Human interference in the data collection process is strictly controlled to ensure the quality of census source data.",neutral,neutral,Neutral,neutral,positive, neutral
"Time relationship, the last two questions.",neutral,neutral,Neutral,neutral,neural, neutral
"The picture shows Shou Xiaoli, deputy director and spokesperson of the Information Bureau of the State Council Information Office, inviting reporters to ask questions. (Photo by Luan Haijun)",neutral,neutral,Neutral,neutral,positive, neutral
"Recently, media reported that in the first 11 months of 2023, there was a difference of 294.6 billion kilowatt-hours between electricity consumption and power generation. Why is there such a data difference? Thanks.",neutral,neutral,Neutral,neutral,positive,294.
