sentence,label - Yingxian,label - Kai,agreed,label - Qingyi
"Food prices may continue to fall. We are currently in the off-season for consumption, with poor terminal demand for pork and a general trading atmosphere. There is no positive support for the demand market in the short term. Pork sales may still be average. However, after secondary breeding or piglet replenishment becomes more active in the later period, pigs will still be sold for slaughter. Attention needs to be paid to the fact that the short-term pig price is expected to adjust weakly; although most areas in the central and eastern regions will be affected by rainfall and cold air next week, the duration will be short-lived. With the arrival of vegetables in various places, the vegetable price index is expected to continue to run smoothly next week.",,,,
Q1 weak recovery margin improvement Q2 chain momentum will increase,,,,
"The domestic economy will improve marginally in the first quarter of 2024, but the recovery will generally be weak. From January to February, the economy continued the low level of prosperity in the fourth quarter of 2023, but in March it rebounded beyond expectations. In the first quarter, the domestic production side recovered better than the demand side, which restricted the upward momentum of industrial product prices. At present, the lack of motivation to improve domestic demand in china is still a key issue restricting economic growth. Positive policies still need to be gradually implemented to stimulate endogenous motivation. The GDP growth rate in the first quarter is expected to be lower than the fourth quarter of last year and the same period last year, and is expected to be around 4.4%.",,,,
"In the second quarter, driven by the acceleration of the construction of the """"Three Major Projects"""", a new round of large-scale equipment upgrades, and the policy of replacing old consumer goods with new ones, investment and consumption growth will be promoted, thereby promoting economic recovery. At the same time, the resilience of external demand in the second quarter will still stimulate the recovery of domestic manufacturing production capacity. It is expected that the GDP growth rate in the second quarter will rebound significantly from the first quarter, reaching around 5.5% year-on-year. The GDP growth rate in the first half of the year was recorded at 5.0%.",,,,
"The global economy faces many challenges in 2023: geopolitical events such as the Russia-Ukraine war and the Palestinian-Israeli conflict have pushed up energy prices, and imported inflation has sharply increased residents\' living and corporate production costs; many central banks around the world have begun an interest rate hike cycle, and interest rates have risen. Suppressing physical demand while increasing fiscal refinancing costs; the outbreak of banking crises in Europe and the United States has increased the cost and difficulty for residents and enterprises to obtain credit resources. Benefiting from the restoration of supply chains after the epidemic, global inflation is cooling down in an orderly manner; although economic growth has slowed down, it remains resilient.",,,,
"U.S. economic growth will weaken in 2024: (1) Consumption resilience has declined: residents’ excess savings are expected to be exhausted by the end of 2023; the window period for rapid inflation decline has passed, and residents’ actual wage growth has peaked and declined. (2) Corporate investment willingness is suppressed: Corporate debts will mature in a concentrated manner from 2023 to 2025. Under high interest rates, the corporate sector is about to face higher debt replacement costs, and there is insufficient willingness to increase leverage. (3) The two parties in Congress have still not reached agreement on the budget for the new fiscal year; a prerequisite for the passage of the previous debt ceiling bill was to reduce fiscal expenditures in 2024-2025.",,,,
"In 2024, Japan\'s economic structure will see a pattern of """"recovering domestic demand and weakening external demand"""": (1) Resident consumption is highly resilient. It is expected that after the new round of labor negotiations, the real salary income growth rate of Japanese residents will turn positive. Taking into account the wealth effect and high consumption tendency, Japanese residents have sufficient consumption potential. (2) Corporate profits gradually improved. In 2023, Japan\'s trade deficit will continue to narrow, the PPI-CPI scissor gap will converge significantly, and corporate profits will significantly improve, which will have a better stimulating effect on corporate investment. (3) There are big challenges in exporting. Most central banks around the world are nearing the end of their interest rate hikes. The Japanese yen exchange rate will enter an appreciation cycle in 2024, and product competitiveness will decline. There is a higher possibility of weakening economic growth in Europe and the United States in 2024, and insufficient external demand will further weigh on exports.",,,,
"The risk of economic recession in the Eurozone is rising in 2024: (1) The positive contribution of inflation cooling and supply chain repair to the economy is coming to an end. As inflation stabilizes and supply chain repairs are completed, the inhibitory effect of high interest rates on the economy will be significantly strengthened. (2) Rising interest rates and tightening financing conditions will inhibit residents and corporate borrowing. The survey showed both the share of respondents who expect mortgage rates to continue to rise and who expect it to become more difficult to obtain credit remain high. (3) The weakening of the global economy in 2024 will further suppress demand for Eurozone goods, and Eurozone exports are expected to remain sluggish in 2024. (4) Fiscal support for the economy has weakened. The ECB predicts that the scale of energy-related subsidies in EU countries will further reduce in 2024 and will withdraw from this subsidy policy in 2025.",,,,
"Risk warning: European and American central banks raised interest rates beyond expectations, and the geopolitical situation got out of control.",,,,
"In February 2024, the official manufacturing PMI was 49.1%, which was expected to be 49.2%, and the previous value was 49.2%; the official non-manufacturing PMI was 51.4%, which was expected to be 50.7%, and the previous value was 50.7%.",,,,
"February PMI impression: The supply and demand structure of the manufacturing industry has improved, the construction industry continues to be under pressure, and the service industry has improved at the margin. (1) The manufacturing PMI is better than the seasonality month-on-month. Both supply and demand are declining, but the supply and demand structure has improved in the short term. The manufacturing PMI in February was 49.1%, which was lower than the Spring Festival average of 50.0% in the past five years. The good thing is that it was only down 0.1 percentage point compared with January, which was better than the -0.3% Spring Festival average in the past five years. Under the Spring Festival effect, the contraction of supply is greater than that of demand, resulting in short-term improvements in the supply and demand pattern and price levels.",,,,
"(2) The PMI of the construction industry has declined for 2 consecutive months. The sample number of construction sites in the Centennial Construction Survey in 2024 is 10,094, which is lower than the 12,220 sites in 2023. It is pointed out that """"the total number of new projects has decreased and the start of construction progress is slower than last year (2023), and the construction of specific continuation projects in some areas has been suspended."""" Looking forward, trillions of treasury bonds will gradually form a physical workload, superimposed on real estate to speed up whitelist financing approvals and special loans for urban reform, and the construction industry\'s prosperity may stabilize.",,,,
"(3) Marginal improvement in service industry PMI. The consistency of the Spring Festival consumption data lies in the fact that """"volume"""" exceeds expectations and """"price"""" is relatively stable, but the recovery path of the overall consumption level remains resilient. In terms of industries, air transportation, monetary and financial services, culture, sports and entertainment and other industries were relatively prosperous in February; the business activity index of real estate, resident services and other industries continued to be below the critical point.",,,,
Reminder that the progress of resumption of work and production may be slowed down,,,,
"Judging from the two indicators, the drop in supply may be more than seasonal, and the slope of resumption of work and production has changed to a certain extent. (1) Baidu Map Migration Index dropped significantly: in the week of the Spring Festival, 1 week after the holiday, and 2 weeks after the holiday, the resumption progress in 2024 was 48.2%, 76.5%, and 96.2% respectively, which were +3.0% and -1.4 respectively compared with the same period in 2023. %, -2.2%. The out-migration index of major labor-exporting cities and the in-migration index of major labor-importing cities also decreased.",,,,
"(2) Centenary Construction\'s resumption rate: As of February 27 (the eighteenth day of the first lunar month), Centenary Construction\'s survey of 10,094 construction sites across the country had a resumption rate of 39.9%, an increase of 1.5 percentage points year-on-year in the lunar calendar; the labor employment rate was 38.1%, a year-on-year increase in the lunar calendar dropped by 5.2 percentage points.",,,,
Supply and demand rebalancing perspective: further confirmation of “walking on two legs”,,,,
"In 2023, we have repeatedly emphasized """"walking on two legs"""", that is, simply developing advanced manufacturing may cause overcapacity. In addition to infrastructure + the old driving forces of the three major projects, fiscal investment may also consider the residential sector, including fiscal expenditures to increase wages. , central consumer vouchers and consumption subsidies, central financial subsidies to residents (Europe, the United States and Japan), income distribution system reform, etc. On February 23, General Secretary Xi Jinping presided over the fourth meeting of the Central Financial and Economic Commission, emphasizing “promoting a new round of large-scale equipment updates and the replacement of old consumer goods with new ones”, and pointed out that “the linkage between central finance and local governments must be adhered to”, pointing to greater emphasis on policy thinking. For the coordination of supply and demand, we need to pay attention to the Third Plenary Session of the 20th Central Committee of the Communist Party of China in the future, or further deepen the unified market, fiscal and taxation system reform, income distribution system reform, etc.",,,,
Risk warning: Policy changes exceed expectations; the U.S. economy declines more than expected.,,,,
"In the first quarter, all regions and departments conscientiously implemented the spirit of the Central Economic Work Conference and the national """"Two Sessions"""", gave full play to the amplification effect of government investment, increased support for scientific and technological innovation, strengthened areas such as people\'s livelihood to make up for shortcomings, and actively expanded effective investment. Fixed asset investment growth accelerated. In the first quarter, the national fixed asset investment (excluding farmers) (hereinafter referred to as all investment) was 10,004.2 billion yuan, a year-on-year increase of 4.5%, and the growth rate was 0.3 percentage points faster than that from January to February; excluding the impact of price factors, the year-on-year increase was 5.9%.",,,,
1. Investment growth in high-tech industries accelerated,,,,
"In order to give full play to the leading role of innovation, various regions and departments use scientific and technological innovation to promote industrial innovation, constantly shape new drivers of development and new advantages, and drive the rapid growth of investment in high-tech industries. In the first quarter, investment in high-tech industries increased by 11.4% year-on-year, 2.0 percentage points faster than that from January to February, and 6.9 percentage points higher than all investment.",,,,
"In the first quarter, investment in high-tech manufacturing increased by 10.8% year-on-year, 0.8 percentage points faster than that from January to February, and 0.9 percentage points higher than manufacturing investment; its proportion in manufacturing investment increased by 0.3 percentage points compared with the same period last year. Among them, investment in aviation, spacecraft and equipment manufacturing increased by 42.7%, investment in computer and office equipment manufacturing increased by 11.8%, and investment in electronics and communication equipment manufacturing increased by 11.0%.",,,,
"In the first quarter, investment in the high-tech service industry increased by 12.7% year-on-year, 4.9 percentage points faster than that from January to February, and 11.9 percentage points higher than investment in the service industry; its proportion in investment in the service industry increased by 0.5 percentage points compared with the same period last year. Among them, investment in e-commerce services increased by 24.6%, investment in information services increased by 16.9%, and investment in R&D and design services increased by 16.7%.",,,,
2. Strong support for manufacturing and infrastructure investment,,,,
"In the first quarter, manufacturing investment increased by 9.9% year-on-year, 0.5 percentage points faster than the growth rate from January to February; it drove the growth of all investment by 2.4 percentage points. Among them, investment in consumer goods manufacturing increased by 13.8%, investment in equipment manufacturing increased by 13.4%, and investment in raw material manufacturing increased by 8.6%.",,,,
"Since the beginning of this year, various regions have accelerated the construction of additional government bond issuance projects, improved disaster prevention, reduction and relief capabilities, and promoted steady growth in infrastructure investment. In the first quarter, infrastructure investment increased by 6.5% year-on-year, 0.2 percentage points faster than the growth rate from January to February; driving overall investment growth by 1.4 percentage points. Among them, investment in the air transportation industry increased by 35.4%, and investment in the water conservancy management industry increased by 13.9%.",,,,
3. Private investment continues to recover,,,,
"Since the beginning of this year, all regions have fully implemented opinions and supporting measures to promote the development and growth of the private economy, strengthened the endogenous motivation for the development of private enterprises, and supported the continued recovery of private investment. In the first quarter, private investment increased by 0.5% year-on-year, 0.1 percentage point faster than the growth rate from January to February. Among them, private project investment (excluding private investment in real estate development) increased by 7.7%. In terms of industries, private investment in the electricity, heat, gas and water production and supply industry, accommodation and catering industry, and mining industry grew rapidly, with an increase of 40.4%, 40.1%, and 21.9% respectively; private investment in the manufacturing industry increased by 11.9%, with a growth rate of 11.9%. It was 2.0 percentage points higher than all manufacturing investment; private investment in infrastructure increased by 8.1%, and the growth rate was 1.6 percentage points higher than all infrastructure investment.",,,,
4. Investment to make up for shortcomings in people’s livelihood has a good momentum of growth,,,,
"In order to give full play to the guiding and leveraging role of investment within the central budget, various regions have continued to increase capital investment in the field of people\'s livelihood, and investment in improving people\'s livelihood areas has shown good growth momentum. In the first quarter, investment in the production and supply of electricity, heat, gas and water increased by 29.1% year-on-year, education investment increased by 15.4%, and sports investment increased by 14.8%.",,,,
5. Major project construction plays an obvious driving role,,,,
"In the first quarter, investment in projects with a planned total investment of 100 million yuan and above increased by 11.7% year-on-year, and the growth rate was 7.2 percentage points higher than all investment, driving the growth of all investment by 6.2 percentage points. Among them, the investment in projects with a planned total investment of 1 billion yuan and above increased by 13.5%, and the growth rate was 1.8 percentage points higher than the investment in projects with a total investment of 100 million yuan and above.",,,,
"In the next stage, we must continue to coordinate and make good use of central budget funds, trillions of additional government bonds, local government special bonds and other policy tools, accelerate the implementation of major engineering projects in the """"14th Five-Year Plan"""", accelerate the construction of post-disaster recovery and reconstruction projects, and solidly promote the The scale of equipment is updated, the enthusiasm of private investment is continuously mobilized, the effective investment space is expanded in many aspects, and the reasonable growth of investment is promoted.",,,,
(The author is the director of the Fixed Asset Investment Statistics Department of the National Bureau of Statistics),,,,
(Original link: http://www.ce.cn/xwzx/gnsz/gdxw/202404/17/t20240417_38972431.shtml),,,,
"In the first quarter, all regions and departments conscientiously implemented the spirit of the Central Economic Work Conference and the national """"Two Sessions"""", gave full play to the amplification effect of government investment, increased support for scientific and technological innovation, strengthened areas such as people\'s livelihood to make up for shortcomings, and actively expanded effective investment. Fixed asset investment growth accelerated. In the first quarter, the national fixed asset investment (excluding farmers) (hereinafter referred to as all investment) was 10,004.2 billion yuan, a year-on-year increase of 4.5%, and the growth rate was 0.3 percentage points faster than that from January to February; excluding the impact of price factors, the year-on-year increase was 5.9%.",,,,
1. Investment growth in high-tech industries accelerated,,,,
"In order to give full play to the leading role of innovation, various regions and departments use scientific and technological innovation to promote industrial innovation, constantly shape new drivers of development and new advantages, and drive the rapid growth of investment in high-tech industries. In the first quarter, investment in high-tech industries increased by 11.4% year-on-year, 2.0 percentage points faster than that from January to February, and 6.9 percentage points higher than all investment.",,,,
"In the first quarter, investment in high-tech manufacturing increased by 10.8% year-on-year, 0.8 percentage points faster than that from January to February, and 0.9 percentage points higher than manufacturing investment; its proportion in manufacturing investment increased by 0.3 percentage points compared with the same period last year. Among them, investment in aviation, spacecraft and equipment manufacturing increased by 42.7%, investment in computer and office equipment manufacturing increased by 11.8%, and investment in electronics and communication equipment manufacturing increased by 11.0%.",,,,
"In the first quarter, investment in the high-tech service industry increased by 12.7% year-on-year, 4.9 percentage points faster than that from January to February, and 11.9 percentage points higher than investment in the service industry; its proportion in investment in the service industry increased by 0.5 percentage points compared with the same period last year. Among them, investment in e-commerce services increased by 24.6%, investment in information services increased by 16.9%, and investment in R&D and design services increased by 16.7%.",,,,
2. Strong support for manufacturing and infrastructure investment,,,,
"In the first quarter, manufacturing investment increased by 9.9% year-on-year, 0.5 percentage points faster than the growth rate from January to February; it drove the growth of all investment by 2.4 percentage points. Among them, investment in consumer goods manufacturing increased by 13.8%, investment in equipment manufacturing increased by 13.4%, and investment in raw material manufacturing increased by 8.6%.",,,,
"Since the beginning of this year, various regions have accelerated the construction of additional government bond issuance projects, improved disaster prevention, reduction and relief capabilities, and promoted steady growth in infrastructure investment. In the first quarter, infrastructure investment increased by 6.5% year-on-year, 0.2 percentage points faster than the growth rate from January to February; driving overall investment growth by 1.4 percentage points. Among them, investment in the air transportation industry increased by 35.4%, and investment in the water conservancy management industry increased by 13.9%.",,,,
3. Private investment continues to recover,,,,
"Since the beginning of this year, all regions have fully implemented opinions and supporting measures to promote the development and growth of the private economy, strengthened the endogenous motivation for the development of private enterprises, and supported the continued recovery of private investment. In the first quarter, private investment increased by 0.5% year-on-year, 0.1 percentage point faster than the growth rate from January to February. Among them, private project investment (excluding private investment in real estate development) increased by 7.7%. In terms of industries, private investment in the electricity, heat, gas and water production and supply industry, accommodation and catering industry, and mining industry grew rapidly, with an increase of 40.4%, 40.1%, and 21.9% respectively; private investment in the manufacturing industry increased by 11.9%, with a growth rate of 11.9%. It was 2.0 percentage points higher than all manufacturing investment; private investment in infrastructure increased by 8.1%, and the growth rate was 1.6 percentage points higher than all infrastructure investment.",,,,
4. Investment to make up for shortcomings in people’s livelihood has a good momentum of growth,,,,
"In order to give full play to the guiding and leveraging role of investment within the central budget, various regions have continued to increase capital investment in the field of people\'s livelihood, and investment in improving people\'s livelihood areas has shown good growth momentum. In the first quarter, investment in the production and supply of electricity, heat, gas and water increased by 29.1% year-on-year, education investment increased by 15.4%, and sports investment increased by 14.8%.",,,,
5. Major project construction plays an obvious driving role,,,,
"In the first quarter, investment in projects with a planned total investment of 100 million yuan and above increased by 11.7% year-on-year, and the growth rate was 7.2 percentage points higher than all investment, driving the growth of all investment by 6.2 percentage points. Among them, the investment in projects with a planned total investment of 1 billion yuan and above increased by 13.5%, and the growth rate was 1.8 percentage points higher than the investment in projects with a total investment of 100 million yuan and above.",,,,
"In the next stage, we must continue to coordinate and make good use of central budget funds, trillions of additional government bonds, local government special bonds and other policy tools, accelerate the implementation of major engineering projects in the """"14th Five-Year Plan"""", accelerate the construction of post-disaster recovery and reconstruction projects, and solidly promote the The scale of equipment is updated, the enthusiasm of private investment is continuously mobilized, the effective investment space is expanded in many aspects, and the reasonable growth of investment is promoted.",,,,
(The author is the director of the Fixed Asset Investment Statistics Department of the National Bureau of Statistics),,,,
(Original link: http://www.ce.cn/xwzx/gnsz/gdxw/202404/17/t20240417_38972431.shtml),,,,
"In October 2023, the State Administration of Financial Supervision promulgated the """"Capital Management Measures for Commercial Banks"""" (hereinafter referred to as the """"New Capital Management Measures""""), which will come into effect on January 1, 2024. This is the first comprehensive revision of the """"Capital Management Measures for Commercial Banks (Trial)"""" since the promulgation of the document in 2012. This revision is based on the new changes in the risk characteristics of my country\'s commercial banks, the new problems faced by capital supervision, and combined with the latest results of international regulatory reforms, it will help promote the continuous improvement of risk management levels of commercial banks.",,,,
"In the new capital management measures, there are three measurement methods for asset securitization risk weights, namely the internal ratings approach, the external ratings approach and the standardized approach. Among them, the external ratings approach is the mainstream method for domestic commercial banks to measure ABS risk weights. This article analyzes the changes in the risk-weighted assets of credit ABS products measured using the external ratings method before and after the implementation of the new capital management measures.",,,,
Finance Office [2024] No. 39,,,,
"The Finance Departments (Bureaus) of all provinces, autonomous regions, municipalities directly under the Central Government, and cities with independent planning status, the Finance Bureau of the Xinjiang Production and Construction Corps, and relevant units:",,,,
"In order to implement the relevant requirements of the Accounting Law of the People\'s Republic of China and standardize accounting credit records, we have drafted the """"Measures for the Management of Accounting Credit Records (Draft for Comments)"""". It is now issued to you. Please organize the solicitation of opinions and feedback to the Accounting Department of the Ministry of Finance before October 28, 2024. Please indicate the contact person and contact information.",,,,
Contact number: 010-68552544,,,,
Email: renyuanchu@mof.gov.cn,,,,
"Mailing address: No. 3, Sanlihe South Lane, Xicheng District, Beijing 100820",,,,
Appendix: 1. Measures for the Administration of Accounting Credit Records (Draft for Comments),,,,
2. Drafting Notes for the “Measures for the Administration of Accounting Credit Records (Draft for Comments)”,,,,
General Office of the Ministry of Finance,,,,
"1) PMI fell slightly in November, but business expectations improved. Due to the relative lack of demand, both the manufacturing and service PMIs fell in November, while the construction PMI rebounded but is still low. However, the additional issuance of trillions of treasury bonds has boosted economic expectations, and the PMI business activity expectations index for the manufacturing, construction and service industries all increased significantly in November.",,,,
2) Trillions of national debt are expected to initially form a physical workload by the end of the year to promote economic improvement.,,,,
"All three major U.S. stock indexes fell on Monday. The Dow Jones Industrial Average closed at 39069.23 points, down 0.16%; the S&P 500 closed at 5069.53 points, down 0.38%; the Nasdaq Composite Index closed at 15976.25 points, down 0.13%. In terms of industry, the technology sector fell, with most large technology stocks falling, with Google-A falling 4.44%; most Chinese concept stocks rising, with Manulife rising 36.25%. Li Auto released its financial report for the fourth quarter and full year of 2023. Its revenue growth exceeded expectations and it achieved full-year profits for the first time. Boosted by this, China New Energy Automobile stocks collectively rose, with Li Auto rising 18.79% and Xpeng Motors rising 6.84%. In terms of U.S. bonds, long- and short-term U.S. bond yields rose collectively, with the 10-year U.S. bond yield closing at 4.28%, an increase of 3.7 basis points. The U.S. Bureau of Economic Analysis will release January PCE and core PCE data this week. If the data shows that U.S. inflation pressure is still high at this stage, expectations for a short-term interest rate cut by the Federal Reserve may further cool down.",,,,
"Hong Kong's three major stock indexes were mixed on Tuesday. The Hang Seng Index closed at 16,790.8 points, up 0.94%; the Hang Seng China Enterprises Index closed at 5,806.9 points, up 1.46%; the Hang Seng Hong Kong Chinese Enterprises Index closed at 3,481.74 points, down 0.46%. The Hang Seng Technology Index closed at 3503.17 points, up 3.24%. In terms of industries, most of the Hang Seng Industry Index rose, with Hang Seng Consumer Discretionary, Hang Seng Healthcare, and Hang Seng Utilities leading the gains, rising by 3.48%, 2.68%, and 0.92% respectively. In terms of individual stocks, new energy automobile stocks strengthened, with Li Auto-W rising 25.45% and Xpeng Motors-W rising 5.6%.",,,,
"1. Bank of Korea: As of the end of December 2023, South Korea's short-term external debt was US$136.2 billion, down from US$141.6 billion at the end of September. The proportion of short-term external debt in foreign exchange reserves was 32.4%, down from 34.2% at the end of September. (Golden Ten Data)",,,,
"2. European Central Bank: President Lagarde said that our tightening monetary policy stance, the consequent sharp fall in inflation and firmly anchored long-term inflation expectations, serve as safeguards against a sustained wage-price spiral; Europe The central bank is firmly committed to achieving its 2% inflation target. (Golden Ten Data)",,,,
"1. Li Auto: Announces fourth quarter and full-year financial results for 2023. In the fourth quarter of 2023, Li Auto achieved operating income of 41.73 billion yuan, a year-on-year increase of 136.4% and a month-on-month increase of 20.3%; net profit was 5.75 billion yuan, a year-on-year increase of 2068.2%. In 2023, revenue will be 123.85 billion yuan, a year-on-year increase of 173.5%; net profit will reach 11.81 billion yuan, achieving full-year profitability for the first time. (Flush Knews)",,,,
"Risk warning: Economic growth falls short of expectations, trade protectionism spreads, and the Federal Reserve policy exceeds expectations.",,,,
The State Council issued the,,,,
"Notice of """"Action Plan for Continuous Improvement of Air Quality""""",,,,
"The people\'s governments of all provinces, autonomous regions, and municipalities directly under the Central Government, all ministries and commissions of the State Council, and all agencies directly under the State Council:",,,,
"The """"Action Plan for Continuous Improvement of Air Quality"""" is now issued to you, please implement it conscientiously.",,,,
Action Plan for Continuous Improvement of Air Quality,,,,
"This action plan is formulated in order to continue to fight the battle to defend the blue sky, effectively protect the health of the people, and promote high-quality economic development through continuous improvement of air quality.",,,,
1. Overall requirements,,,,
"(1) Guiding ideology. Guided by Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era, we will fully implement the spirit of the 20th National Congress of the Party, thoroughly implement Xi Jinping Thought on Ecological Civilization, implement the deployment of the National Ecological Environmental Protection Conference, adhere to the general tone of the work of seeking progress while maintaining stability, and coordinately promote carbon reduction, Pollution reduction, green expansion, and growth focus on improving air quality, focusing on reducing heavily polluted weather and solving outstanding atmospheric environmental problems around the people, focusing on reducing the concentration of fine particulate matter (PM2.5), and vigorously promoting nitrogen oxidation. reduce emissions of chemicals and volatile organic compounds (VOCs); carry out regional coordinated governance, highlight precise, scientific, and law-based pollution control, improve the atmospheric environment management system, and enhance pollution prevention and control capabilities; combine long- and near-term research to plan air pollution prevention and control paths, and solidly promote industry, energy , green and low-carbon transformation of transportation, strengthen non-point source pollution control, strengthen source prevention and control, accelerate the formation of green and low-carbon production and lifestyle, and achieve win-win environmental, economic and social benefits.",,,,
"Beijing-Tianjin-Hebei and surrounding areas. Including Beijing City, Tianjin City, Hebei Province’s Shijiazhuang, Tangshan, Qinhuangdao, Handan, Xingtai, Baoding, Cangzhou, Langfang, Hengshui City, Xiongan New District, Xinji, and Dingzhou City, Shandong Province’s Jinan, Zibo, Zaozhuang, Dongying, Weifang, Jining, Tai\'an, Rizhao, Linyi, Dezhou, Liaocheng, Binzhou, Heze City, Zhengzhou, Kaifeng, Luoyang, Pingdingshan, Anyang, Hebi, Xinxiang, Jiaozuo, Puyang, Xuchang, Luohe, Sanmenxia, \u200b\u200bShangqiu, Zhoukou City and Jiyuan City in Henan Province .",,,,
"Yangtze River Delta region. Including Shanghai City, Jiangsu Province, Hangzhou, Ningbo, Jiaxing, Huzhou, Shaoxing, Zhoushan City in Zhejiang Province, Hefei, Wuhu, Bengbu, Huainan, Ma\'anshan, Huaibei, Chuzhou, Fuyang, Suzhou, Lu\'an, and Bozhou City in Anhui Province.",,,,
"Fenwei Plain. Including Taiyuan, Yangquan, Changzhi, Jincheng, Jinzhong, Yuncheng, Linfen, Luliang City in Shanxi Province, Xi\'an, Tongchuan, Baoji, Xianyang, Weinan City in Shaanxi Province, as well as Yangling Agricultural High-tech Industry Demonstration Zone and Hancheng City.",,,,
"(3) Target indicators. By 2025, the PM2.5 concentration in cities at the prefecture level and above across the country will drop by 10% compared to 2020, and the ratio of days with severe and above pollution will be controlled within 1%; the total emissions of nitrogen oxides and VOCs will each drop by more than 10% compared to 2020. The PM2.5 concentration in the Beijing-Tianjin-Hebei and surrounding areas and the Fenwei Plain dropped by 20% and 15% respectively. The PM2.5 concentration in the Yangtze River Delta region generally reached the standard, and was controlled within 32 micrograms/cubic meter in Beijing.",,,,
2. Optimize industrial structure and promote green upgrading of industrial products,,,,
"(4) Resolutely curb the blind launch of high-energy-consuming, high-emission, and low-level projects. New reconstruction and expansion projects strictly implement national industrial planning, industrial policies, ecological environment zoning control plans, planning environmental assessments, project environmental assessments, energy conservation reviews, production capacity replacement, total control of key pollutants, regional reduction of pollutant emissions, carbon emission peak targets, etc. Relevant requirements, in principle, use clean transportation methods. For projects involving production capacity replacement, new projects can only be put into operation after the replaced production capacity and its supporting facilities are shut down.",,,,
"New steel production capacity is strictly prohibited. Promote the integrated layout of steel, coking and sintering, significantly reduce independent coking, sintering, pelletizing and hot-rolling enterprises and processes, eliminate backward coal washing production capacity; orderly guide the transformation of blast furnace-converter long-process steelmaking into electric furnace short-process steelmaking . By 2025, short-process steelmaking output will account for 15%. Beijing-Tianjin-Hebei and surrounding areas continue to implement """"steel-based coking"""", and the ratio of coking capacity to long-process steelmaking capacity is controlled at around 0.4.",,,,
"(5) Accelerate the withdrawal of backward production capacity in key industries. Revise the """"Guidance Catalog for Industrial Structural Adjustment"""" and study the inclusion of processes and equipment whose pollutant or greenhouse gas emissions are significantly higher than the industry average and have low energy efficiency and clean production levels into the elimination and restricted lists. Key areas will further improve energy consumption, environmental protection, quality, safety, technology and other requirements for backward production capacity, and gradually withdraw from restricted gas-related industry processes and equipment; phase out step-by-step sintering machines and pellet shaft furnaces, as well as semi-closed silicon-manganese alloys, Ferronickel, high carbon ferrochromium, high carbon ferromanganese electric furnace. Guide the orderly adjustment and optimization of the steel, coking, electrolytic aluminum and other industries in key areas.",,,,
"(6) Comprehensively carry out the upgrading and transformation of traditional industrial clusters. Cities where small and medium-sized traditional manufacturing companies are concentrated must formulate development plans for gas-related industry clusters, strictly implement project approvals, and strictly prevent pollution from going to the countryside. We will formulate special rectification plans for existing industrial clusters, eliminate and close down some, move some into parks, renovate some on-site, and make some better and stronger in accordance with the law. All localities should combine the characteristics of industrial clusters and build centralized heating centers, centralized spraying centers, centralized organic solvent recovery and disposal centers, and centralized activated carbon regeneration centers according to local conditions.",,,,
"(7) Optimize the structure of raw and auxiliary materials and products containing VOCs. Strictly control the production and use of high-VOCs content coatings, inks, adhesives, cleaning agents and other construction projects, and increase the proportion of low (no) VOCs-content products. Implement the source substitution project and increase the substitution of raw and auxiliary materials with low (no) VOCs content in the industrial coating, packaging, printing and electronics industries. The use of low (no) VOCs content coatings is promoted for the protection of outdoor structures and urban road traffic signs. Strictly implement VOCs content limit standards in production, sales, import, use and other aspects.",,,,
"(8) Promote the healthy development of green and environmental protection industries. Increase policy support and support the cultivation of a number of leading enterprises in the fields of production and use of raw and auxiliary materials with low (no) VOCs content, VOCs pollution control, ultra-low emissions, environment and atmospheric composition monitoring. We will take multiple measures to address the chaos of winning bids at low prices and low quality in the field of environmental protection, create a fair competition environment, and promote the healthy and orderly development of the industry.",,,,
"3. Optimize the energy structure and accelerate the development of clean, low-carbon and efficient energy",,,,
"(9) Vigorously develop new energy and clean energy. By 2025, the proportion of non-fossil energy consumption will reach about 20%, and electric energy will account for about 30% of final energy consumption. Continue to increase the production and supply of natural gas, and give priority to new natural gas to ensure residents\' living and clean heating needs.",,,,
"(10) Strictly and rationally control total coal consumption. On the premise of ensuring safe energy supply, total coal consumption control will continue to be implemented in key areas. By 2025, coal consumption in the Beijing-Tianjin-Hebei and surrounding areas and the Yangtze River Delta region will decrease by about 10% and 5% respectively compared with 2020. Coal consumption in the Fenwei Plain will achieve negative growth, with a focus on reducing non-power coal use. For new reconstruction and expansion coal-using projects in key areas, the equivalent or reduced amount of coal shall be substituted in accordance with the law. If the substitution plan is incomplete, it will not be approved; the use of highly polluting fuels such as petroleum coke, coke, blue charcoal, etc. shall not be used as an alternative measure for coal reduction. Improve the alternative management methods for coal consumption reduction in key areas. Coal gangue and coal used as raw materials will not be included in the assessment of total coal consumption. In principle, no new self-provided coal-fired units will be added, and self-provided coal-fired units will be supported in their implementation of clean energy substitution. Coal power projects and their coal consumption that support stable power supply, safe operation of the power grid, and large-scale grid connection and consumption of clean energy should be reasonably guaranteed.",,,,
